env_steps,wall_clock_s,success_rate,mean_return,critic_loss
10000,32.4,0.05,-47.5,1.8862379789352417
20000,70.8,0.05,-47.5,0.30396926403045654
30000,107.9,0.05,-47.5,0.36797836422920227
40000,145.3,0.05,-47.5,0.291650652885437
50000,185.2,0.05,-47.5,0.22812077403068542
60000,225.3,0.05,-47.5,0.9879826903343201
70000,265.1,0.05,-47.5,0.30569934844970703
80000,302.1,0.05,-47.5,0.16181929409503937
90000,337.5,0.05,-47.5,0.10074660927057266
100000,372.3,0.05,-47.5,0.9139547348022461
110000,406.7,0.05,-47.5,0.1223667562007904
120000,439.6,0.05,-47.5,0.07760389149188995
130000,472.8,0.05,-47.5,0.24993088841438293
140000,505.0,0.05,-47.5,0.14224129915237427
150000,539.6,0.05,-47.5,0.16358359158039093
160000,572.1,0.05,-47.5,0.0420205220580101
170000,603.9,0.05,-47.5,0.042415425181388855
180000,636.7,0.05,-47.5,0.09633076936006546
190000,668.1,0.05,-47.5,0.08307381719350815
200000,699.1,0.05,-47.5,0.06415413320064545
210000,732.5,0.05,-47.5,0.2483733594417572
220000,765.0,0.05,-47.5,0.3192058205604553
230000,796.5,0.05,-47.5,0.04281100630760193
240000,828.8,0.05,-47.5,1.6352016925811768
250000,861.1,0.05,-47.5,0.06467520445585251
260000,894.3,0.05,-47.5,11.274497985839844
270000,932.9,0.05,-47.5,0.03427383676171303
280000,969.1,0.05,-47.5,0.14722415804862976
290000,1002.3,0.05,-47.5,1.3713817596435547
300000,1033.9,0.05,-47.5,0.0633082240819931
310000,1065.6,0.05,-47.5,0.09883789718151093
320000,1097.6,0.05,-47.5,0.7531523704528809
330000,1129.3,0.05,-47.5,0.10731003433465958
340000,1164.2,0.05,-47.5,0.04315589368343353
350000,1200.5,0.05,-47.5,0.06480555981397629
360000,1238.8,0.05,-47.5,0.16231989860534668
370000,1278.4,0.05,-47.5,0.11635343730449677
380000,1317.1,0.05,-47.5,0.03271476924419403
390000,1348.3,0.05,-47.5,0.02258213609457016
400000,1379.9,0.05,-47.5,0.014583735726773739
410000,1413.3,0.05,-47.5,0.0722241997718811
420000,1448.4,0.05,-47.5,0.35038578510284424
430000,1482.7,0.05,-47.5,0.8390874862670898
440000,1516.0,0.05,-47.5,0.08322597295045853
450000,1549.8,0.05,-47.5,0.5492266416549683
460000,1581.3,0.05,-47.5,0.04702441394329071
470000,1613.2,0.05,-47.5,0.044542551040649414
480000,1645.1,0.05,-47.5,0.0375991016626358
490000,1677.3,0.05,-47.5,0.07591214776039124
500000,1709.9,0.05,-47.5,0.05787576735019684
510000,1742.1,0.05,-47.5,0.1772122085094452
520000,1773.9,0.05,-47.5,0.04778032749891281
530000,1806.9,0.05,-47.5,0.024675758555531502
540000,1840.1,0.05,-47.5,0.14569249749183655
550000,1876.4,0.05,-47.5,0.9791145324707031
560000,1910.2,0.05,-47.5,0.12932029366493225
570000,1944.3,0.05,-47.5,0.0278355423361063
580000,1977.2,0.05,-47.5,0.0346737876534462
590000,2011.3,0.05,-47.5,0.045038413256406784
600000,2044.8,0.05,-47.5,0.07949037849903107
610000,2078.1,0.05,-47.5,0.11560343205928802
620000,2111.8,0.05,-47.5,0.06397847831249237
630000,2145.3,0.05,-47.5,0.09267078340053558
640000,2179.5,0.05,-47.5,0.0441216342151165
650000,2212.0,0.05,-47.5,2.9322330951690674
660000,2245.6,0.05,-47.5,0.07077518105506897
670000,2278.7,0.05,-47.5,0.03867122530937195
680000,2312.1,0.05,-47.5,0.10357250273227692
690000,2346.2,0.05,-47.5,0.18349739909172058
700000,2379.7,0.05,-47.5,0.045984428375959396
710000,2413.2,0.05,-47.5,0.05871256813406944
720000,2449.3,0.05,-47.5,0.02890043705701828
730000,2482.1,0.05,-47.5,0.08922053873538971
740000,2517.0,0.05,-47.5,0.042328737676143646
750000,2549.7,0.05,-47.5,0.14336690306663513
760000,2585.0,0.05,-47.5,0.12710696458816528
770000,2618.2,0.05,-47.5,0.14946874976158142
780000,2650.9,0.05,-47.5,0.023730987682938576
790000,2684.6,0.05,-47.5,0.031083405017852783
800000,2716.6,0.05,-47.5,0.1228560358285904
810000,2748.4,0.05,-47.5,0.16989371180534363
820000,2780.5,0.05,-47.5,0.22701126337051392
830000,2813.6,0.05,-47.5,0.07313837856054306
840000,2845.9,0.05,-47.5,0.044395286589860916
850000,2878.0,0.05,-47.5,0.07742856442928314
860000,2910.2,0.05,-47.5,0.10556815564632416
870000,2942.3,0.05,-47.5,0.029435671865940094
880000,2974.6,0.05,-47.5,0.036745063960552216
890000,3008.0,0.05,-47.5,0.09854399412870407
900000,3043.5,0.05,-47.5,0.029071707278490067
910000,3076.3,0.05,-47.5,0.06520794332027435
920000,3116.5,0.05,-47.5,0.14255103468894958
930000,3151.7,0.05,-47.5,0.041526999324560165
940000,3187.0,0.05,-47.5,0.0347733274102211
950000,3220.2,0.05,-47.5,0.042117275297641754
960000,3255.1,0.05,-47.5,0.04028209671378136
970000,3291.2,0.05,-47.5,0.0329953208565712
980000,3329.3,0.05,-47.5,0.06682796776294708
990000,3365.6,0.05,-47.5,0.1517445296049118
1000000,3401.1,0.05,-47.5,0.06771713495254517
1000000,3401.7,0.05,-47.5,0.1902504563331604
