env_steps,wall_clock_s,success_rate,mean_return,critic_loss,contact_frac
10000,22.7,0.05,-47.5,0.05086136728936796,0.065
20000,48.5,0.05,-47.5,0.03816905413633213,0.06
30000,71.8,0.05,-47.5,0.03520541990501806,0.025
40000,95.4,0.05,-47.5,0.03636086787343956,0.03
50000,118.8,0.05,-47.5,0.03787699118852615,0.035
60000,143.7,0.05,-47.5,0.03646460072465706,0.035
70000,167.2,0.05,-47.5,0.03560734888515435,0.015
80000,191.1,0.05,-47.5,0.03748671381277963,0.015
90000,217.5,0.05,-47.5,0.037482848898181695,0.01
100000,255.5,0.05,-47.5,0.03446722296308726,0.005
110000,293.1,0.05,-47.5,0.03164625872203614,0.035
120000,318.7,0.05,-47.5,0.033993489817809315,0.03
130000,343.5,0.05,-47.5,0.03533190015535802,0.02
140000,367.1,0.05,-47.5,0.03484027045266703,0.03
150000,390.8,0.05,-47.5,0.03588120945575647,0.03
160000,414.4,0.05,-47.5,0.03716891304589808,0.045
170000,437.9,0.05,-47.5,0.06137209695773199,0.02
180000,461.5,0.05,-47.5,0.10389936966858804,0.04
190000,485.6,0.05,-47.5,0.1996842127759941,0.04
200000,509.6,0.05,-47.5,0.07463842882001773,0.035
210000,533.7,0.05,-47.5,0.07285243927384727,0.035
220000,557.6,0.05,-47.5,0.04891609194953926,0.025
230000,581.9,0.05,-47.5,0.04894033022285439,0.03
240000,606.4,0.05,-47.5,0.04427764851418324,0.035
250000,630.1,0.05,-47.5,0.04370138457715511,0.055
260000,656.6,0.05,-47.5,0.045067457299819216,0.045
270000,680.7,0.05,-47.5,0.04100529800346121,0.015
280000,706.0,0.05,-47.5,0.041615997985564174,0.035
290000,757.9,0.05,-47.5,0.044948862224491314,0.02
300000,781.4,0.05,-47.5,0.04750536665716208,0.025
310000,804.9,0.0,-48.7,0.04217158033079468,0.055
320000,828.8,0.05,-47.5,0.040600197409559044,0.03
330000,852.6,0.05,-47.5,0.043182877553161234,0.025
340000,876.9,0.05,-47.5,0.04195279034902342,0.025
350000,907.2,0.05,-47.5,0.04183710315269418,0.035
360000,940.2,0.05,-47.5,0.041864521021186374,0.02
370000,964.2,0.05,-47.5,0.04182342058038339,0.015
380000,1003.8,0.05,-47.5,0.04289477432477288,0.05
390000,1027.6,0.05,-47.5,0.03918855758667923,0.06
400000,1051.9,0.05,-47.5,0.04138976807622239,0.035
410000,1076.3,0.05,-47.5,0.04423239709958434,0.025
420000,1100.2,0.05,-47.5,0.043242844564374536,0.03
430000,1124.3,0.05,-47.5,0.04205231774789281,0.03
440000,1148.2,0.05,-47.5,0.04499662153837271,0.03
450000,1172.6,0.05,-47.5,0.044167619348014706,0.02
460000,1197.0,0.05,-47.5,0.039012571402825415,0.04
470000,1220.9,0.05,-47.5,0.04011211598729715,0.04
480000,1244.7,0.05,-47.5,0.0400912827688735,0.015
490000,1268.5,0.05,-47.5,0.040542143544787544,0.025
500000,1292.3,0.05,-47.5,0.04269781038919464,0.05
510000,1316.5,0.05,-47.5,0.04286432195506058,0.06
520000,1340.7,0.05,-47.5,0.05233509153770283,0.065
530000,1364.9,0.05,-47.5,0.047180818272242325,0.05
540000,1388.7,0.05,-47.5,0.050379464013688265,0.015
550000,1412.3,0.05,-47.5,0.05266898891660385,0.015
560000,1436.2,0.05,-47.5,0.04808581721056253,0.05
570000,1463.4,0.05,-47.5,0.04543605155027471,0.005
580000,1495.1,0.05,-47.5,0.049305220628599634,0.03
590000,1519.3,0.05,-47.5,0.04848415962969884,0.03
600000,1543.3,0.05,-47.5,0.05446998646296561,0.01
610000,1566.5,0.05,-47.5,0.04705163940927014,0.015
620000,1589.7,0.05,-47.5,0.04437948064925149,0.03
630000,1613.0,0.05,-47.5,0.04469197480520234,0.03
640000,1636.3,0.05,-47.5,0.04616748561458662,0.045
650000,1659.6,0.05,-47.5,0.04323275050288066,0.025
660000,1683.0,0.05,-47.5,0.045590747360512614,0.02
670000,1708.9,0.05,-47.5,0.0447115710821934,0.01
680000,1732.8,0.05,-47.5,0.04274142620954663,0.03
690000,1756.1,0.05,-47.5,0.043943434520228766,0.045
700000,1779.5,0.05,-47.5,0.04211157397399656,0.025
710000,1803.7,0.05,-47.5,0.045900270069902764,0.04
720000,1826.9,0.05,-47.5,0.04819191637788899,0.025
730000,1850.1,0.05,-47.5,0.045765733285807075,0.04
740000,1873.4,0.0,-49.5,0.041813392587564883,0.03
750000,1896.8,0.05,-47.5,0.04939269862205256,0.075
760000,1935.8,0.05,-47.5,0.043969297858932985,0.025
770000,1960.4,0.05,-47.5,0.04801657724850811,0.035
780000,1983.8,0.05,-47.5,0.043541001940891146,0.02
790000,2007.2,0.05,-47.5,0.04413039207803086,0.025
800000,2030.4,0.05,-47.5,0.044809651843411846,0.015
810000,2053.6,0.05,-47.5,0.04442148425597697,0.04
820000,2076.9,0.05,-47.5,0.045781731050019155,0.045
830000,2100.3,0.05,-47.5,0.04567873735036701,0.055
840000,2135.7,0.05,-47.5,0.044430300060566516,0.025
850000,2158.9,0.05,-47.5,0.048613301948318255,0.11
860000,2181.9,0.05,-47.5,0.04674837571214885,0.035
870000,2220.2,0.05,-47.5,0.05105125527472701,0.025
880000,2243.0,0.05,-47.5,0.048790369305456986,0.03
890000,2265.3,0.05,-47.5,0.048934158550715076,0.035
900000,2288.6,0.05,-47.5,0.045888428534264676,0.05
910000,2312.0,0.05,-47.5,0.044758426713268275,0.02
920000,2335.3,0.05,-47.5,0.04439525833649095,0.045
930000,2361.3,0.05,-47.5,0.040287446166691374,0.03
940000,2388.4,0.05,-47.5,0.045411318025318906,0.05
950000,2415.0,0.05,-47.5,0.04594496432628948,0.035
960000,2441.0,0.05,-47.5,0.045223512809886596,0.055
970000,2468.9,0.05,-47.5,0.04707971240880433,0.06
980000,2495.2,0.05,-47.5,0.044314586770778985,0.03
990000,2520.4,0.05,-47.5,0.042718061557109464,0.04
1000000,2545.1,0.05,-47.5,0.046993134058266876,0.065
