env_steps,wall_clock_s,success_rate,mean_return,critic_loss
10000,32.5,0.05,-47.5,0.29460376501083374
20000,66.4,0.05,-47.5,0.2705593705177307
30000,99.9,0.05,-47.5,2.769991397857666
40000,132.0,0.05,-47.5,0.2872442901134491
50000,162.8,0.05,-47.5,0.5529963374137878
60000,197.0,0.05,-47.5,0.8202747106552124
70000,235.4,0.05,-47.5,0.29270291328430176
80000,270.0,0.05,-47.5,0.1555784046649933
90000,304.0,0.05,-47.5,1.193469524383545
100000,341.8,0.05,-47.5,1.2094929218292236
110000,380.4,0.05,-47.5,1.0690228939056396
120000,414.5,0.05,-47.5,1.9123460054397583
130000,447.1,0.05,-47.5,0.5357195734977722
140000,480.4,0.05,-47.5,0.877493679523468
150000,509.4,0.05,-47.5,0.20306861400604248
160000,554.2,0.05,-47.5,0.6413863897323608
170000,592.3,0.05,-47.5,0.4325985312461853
180000,625.4,0.05,-47.5,0.11046102643013
190000,656.6,0.05,-47.5,0.2625877261161804
200000,689.8,0.05,-47.5,0.12216835469007492
210000,724.0,0.05,-47.5,0.10919063538312912
220000,756.6,0.05,-47.5,2.0481159687042236
230000,789.5,0.05,-47.5,0.2927520275115967
240000,821.9,0.05,-47.5,6.1009674072265625
250000,852.8,0.05,-47.5,0.05229570344090462
260000,883.7,0.05,-47.5,0.25947973132133484
270000,914.7,0.05,-47.5,0.09472328424453735
280000,945.4,0.05,-47.5,0.028357120230793953
290000,977.8,0.05,-47.5,0.02535838633775711
300000,1011.7,0.05,-47.5,0.11673808842897415
310000,1044.1,0.05,-47.5,0.052666690200567245
320000,1076.1,0.05,-47.5,0.05111134052276611
330000,1107.7,0.05,-47.5,0.03315187618136406
340000,1140.1,0.05,-47.5,0.09998257458209991
350000,1171.8,0.05,-47.5,0.04168955981731415
360000,1203.2,0.05,-47.5,0.11622149497270584
370000,1235.4,0.05,-47.5,0.05763719975948334
380000,1269.1,0.05,-47.5,1.1590627431869507
390000,1318.8,0.05,-47.5,0.12352995574474335
400000,1355.5,0.05,-47.5,0.4927622377872467
410000,1388.5,0.05,-47.5,0.11978855729103088
420000,1425.1,0.05,-47.5,0.10804148763418198
430000,1461.1,0.05,-47.5,0.04967435076832771
440000,1495.5,0.05,-47.5,0.07193822413682938
450000,1563.6,0.05,-47.5,0.046517468988895416
460000,1599.1,0.05,-47.5,0.028421413153409958
470000,1632.6,0.05,-47.5,0.5243078470230103
480000,1669.6,0.05,-47.5,0.07597780972719193
490000,1707.7,0.05,-47.5,0.07242501527070999
500000,1741.4,0.05,-47.5,0.06698395311832428
510000,1778.8,0.05,-47.5,0.09070756286382675
520000,1813.1,0.05,-47.5,0.14491212368011475
530000,1848.7,0.05,-47.5,0.06230009347200394
540000,1882.3,0.05,-47.5,2.5128536224365234
550000,1915.0,0.05,-47.5,0.02888370305299759
560000,1953.3,0.05,-47.5,0.29141756892204285
570000,1991.2,0.05,-47.5,0.1093076691031456
580000,2023.9,0.05,-47.5,0.05306592583656311
590000,2063.3,0.05,-47.5,0.5366853475570679
600000,2097.3,0.05,-47.5,0.06254435330629349
610000,2132.9,0.05,-47.5,0.17032957077026367
620000,2166.9,0.05,-47.5,0.03508106619119644
630000,2205.8,0.05,-47.5,1.057654857635498
640000,2241.1,0.05,-47.5,0.037857189774513245
650000,2276.8,0.05,-47.5,0.1055765300989151
660000,2310.4,0.05,-47.5,0.028391651809215546
670000,2342.3,0.05,-47.5,0.039712101221084595
680000,2374.2,0.05,-47.5,0.05742843449115753
690000,2408.0,0.05,-47.5,0.05062124878168106
700000,2440.3,0.05,-47.5,0.0504763126373291
710000,2475.6,0.05,-47.5,0.2563028931617737
720000,2512.5,0.05,-47.5,0.1350635439157486
730000,2544.6,0.05,-47.5,0.07579304277896881
740000,2578.5,0.05,-47.5,0.3408738374710083
750000,2613.4,0.05,-47.5,0.022228483110666275
760000,2664.0,0.05,-47.5,0.1720411777496338
770000,2713.7,0.05,-47.5,0.038456030189991
780000,2748.1,0.05,-47.5,0.0710444450378418
790000,2784.4,0.05,-47.5,0.2309022843837738
800000,2821.9,0.05,-47.5,0.05396125093102455
810000,2865.8,0.05,-47.5,0.07640767842531204
820000,2904.4,0.05,-47.5,0.07721787691116333
830000,2939.6,0.05,-47.5,0.0645376443862915
840000,2987.0,0.05,-47.5,1.6599295139312744
850000,3028.9,0.05,-47.5,0.11403357982635498
860000,3074.2,0.05,-47.5,0.0546841099858284
870000,3112.0,0.05,-47.5,0.16626393795013428
880000,3149.1,0.05,-47.5,0.023350723087787628
890000,3190.6,0.05,-47.5,0.056817762553691864
900000,3228.5,0.05,-47.5,1.3583461046218872
910000,3267.3,0.05,-47.5,0.1924239546060562
920000,3306.5,0.05,-47.5,0.17464357614517212
930000,3342.7,0.05,-47.5,0.060142502188682556
940000,3378.1,0.05,-47.5,0.1517501324415207
950000,3421.7,0.05,-47.5,0.025307245552539825
960000,3460.4,0.05,-47.5,0.16102586686611176
970000,3502.4,0.05,-47.5,0.025157565250992775
980000,3554.9,0.05,-47.5,0.024566160514950752
990000,3597.6,0.05,-47.5,0.09576106071472168
1000000,3642.4,0.05,-47.5,0.347836971282959
1000000,3643.0,0.05,-47.5,0.09059786796569824
