env_steps,wall_clock_s,success_rate,mean_return,critic_loss,contact_frac
10000,22.8,0.05,-47.5,0.10280946936355441,0.105
20000,48.9,0.05,-47.5,0.09908286604080349,0.105
30000,74.8,0.05,-47.5,0.09756445324122906,0.08
40000,99.9,0.05,-47.5,0.09596107040848582,0.115
50000,125.4,0.05,-47.5,0.10851271150708199,0.085
60000,150.5,0.05,-47.5,0.11464075937513261,0.105
70000,174.6,0.05,-47.5,0.11739229536037891,0.12
80000,199.7,0.05,-47.5,0.129936791648902,0.1
90000,228.7,0.05,-47.5,0.13112154907714577,0.12
100000,261.4,0.05,-47.5,0.144110011395067,0.135
110000,289.6,0.05,-47.5,0.15692851919997483,0.155
120000,317.3,0.05,-47.75,0.16666896799579262,0.23
130000,345.0,0.05,-47.5,0.1756995791282505,0.19
140000,369.6,0.05,-46.75,0.18408698419053107,0.25
150000,393.6,0.05,-47.5,0.2032408678755164,0.25
160000,417.9,0.05,-47.5,0.22726295664571225,0.305
170000,442.0,0.1,-45.85,0.2586389480426908,0.375
180000,466.0,0.05,-46.1,0.27720824396386745,0.345
190000,490.0,0.05,-47.25,0.3015901625622064,0.435
200000,514.3,0.25,-42.05,0.323091185124591,0.41
210000,538.4,0.15,-44.55,0.3543497116461396,0.51
220000,562.8,0.25,-42.25,0.3973077614925802,0.53
230000,587.0,0.25,-40.8,0.41578218700289726,0.5
240000,612.8,0.2,-43.5,0.41842593840658665,0.51
250000,644.8,0.25,-40.9,0.44147980943135917,0.55
260000,671.9,0.3,-39.25,0.46928943598642947,0.535
270000,706.8,0.25,-39.0,0.47800703962147234,0.58
280000,736.7,0.3,-39.45,0.5087411392942071,0.59
290000,763.1,0.4,-34.45,0.5108744973517955,0.515
300000,788.0,0.45,-33.4,0.4991156017139554,0.55
310000,811.8,0.35,-36.25,0.505646052891016,0.545
320000,834.9,0.4,-35.4,0.529408309070766,0.55
330000,859.7,0.4,-34.35,0.5253815579019487,0.54
340000,883.6,0.45,-33.5,0.5255726172335445,0.575
350000,907.6,0.45,-32.6,0.5102194469772279,0.565
360000,931.5,0.5,-31.6,0.5310855491310358,0.525
370000,964.4,0.45,-33.2,0.5172729102775454,0.575
380000,987.4,0.45,-33.35,0.5100176287353039,0.575
390000,1011.8,0.55,-30.35,0.5249441943645478,0.57
400000,1038.1,0.45,-33.8,0.5083927939288319,0.525
410000,1063.2,0.5,-31.0,0.5137767402142286,0.545
420000,1088.0,0.55,-29.45,0.5377652313992382,0.555
430000,1113.0,0.5,-32.0,0.5067796888031065,0.565
440000,1138.7,0.55,-30.75,0.5021686194144189,0.53
450000,1164.3,0.55,-30.3,0.49898497728705404,0.57
460000,1188.9,0.5,-31.5,0.4928397496506572,0.545
470000,1213.7,0.55,-29.95,0.48067855467498305,0.56
480000,1239.1,0.55,-30.05,0.4873398610346019,0.56
490000,1263.0,0.45,-31.15,0.48526809922084213,0.57
500000,1297.1,0.55,-28.25,0.48028971421718597,0.59
510000,1328.9,0.55,-29.25,0.4622997073963285,0.525
520000,1360.8,0.55,-28.3,0.48444968141764405,0.57
530000,1384.0,0.55,-27.85,0.4632200483500957,0.615
540000,1407.4,0.55,-29.1,0.4646254002206027,0.645
550000,1433.0,0.55,-29.05,0.46878668842613697,0.62
560000,1457.8,0.55,-28.9,0.45776888333037496,0.64
570000,1483.8,0.5,-29.6,0.465519490659982,0.63
580000,1507.4,0.55,-27.9,0.45242827308997513,0.7
590000,1538.4,0.6,-26.35,0.4547719610877335,0.63
600000,1563.2,0.6,-25.8,0.450569954379648,0.585
610000,1609.4,0.6,-25.7,0.4443205045685172,0.665
620000,1637.1,0.6,-25.8,0.4435220455631614,0.685
630000,1661.2,0.6,-25.85,0.4429023460328579,0.615
640000,1687.1,0.6,-26.05,0.4153693776771426,0.625
650000,1712.5,0.55,-27.6,0.42887458810955287,0.66
660000,1744.5,0.55,-27.75,0.41278761357814076,0.635
670000,1769.1,0.55,-27.0,0.4157551295116544,0.62
680000,1794.0,0.6,-25.75,0.42431018359437583,0.63
690000,1828.6,0.6,-25.55,0.40921761519908906,0.64
700000,1856.2,0.6,-25.7,0.4112365240849555,0.645
710000,1887.1,0.6,-25.15,0.4061493652649224,0.7
720000,1911.6,0.55,-27.0,0.4080331557020545,0.715
730000,1936.2,0.6,-25.7,0.3977789653673768,0.675
740000,1961.3,0.65,-24.2,0.4033398467883468,0.71
750000,1986.7,0.6,-25.65,0.37804972464814784,0.695
760000,2015.4,0.6,-25.45,0.3761335627064109,0.645
770000,2042.6,0.6,-25.25,0.387674643907696,0.68
780000,2080.2,0.65,-23.65,0.384630161383003,0.785
790000,2106.2,0.6,-24.95,0.3880505289532244,0.68
