env_steps,wall_clock_s,success_rate,mean_return,critic_loss,contact_frac
10000,104.7,0.05,-47.5,0.11735016987098186,0.155
20000,218.6,0.05,-47.5,0.0881343168336898,0.05
30000,332.3,0.05,-47.5,0.12362978602647781,0.095
40000,446.9,0.05,-47.5,0.15588312560394407,0.075
50000,562.3,0.05,-47.5,0.09193412188012152,0.055
60000,682.6,0.05,-47.5,0.06879171612598002,0.085
70000,803.0,0.05,-47.5,0.06956303406897932,0.07
80000,926.8,0.05,-47.5,0.07224868844561279,0.095
90000,1051.1,0.05,-47.5,0.0805656293832697,0.05
100000,1178.2,0.05,-47.5,0.08373261417672039,0.045
110000,1307.7,0.05,-47.5,0.07584295666078106,0.05
120000,1437.6,0.0,-49.15,0.07630013255653903,0.04
130000,1568.7,0.05,-47.5,0.07681395140225068,0.1
140000,1699.3,0.05,-47.5,0.07586795895863324,0.06
150000,1830.1,0.05,-47.5,0.0794318695217371,0.075
160000,1962.2,0.05,-47.5,0.0910334873843938,0.095
170000,2095.3,0.05,-47.5,0.07664810141529887,0.055
180000,2230.9,0.05,-47.5,0.07896347709102557,0.035
190000,2366.9,0.05,-47.5,0.07234195380620659,0.02
200000,2503.5,0.05,-47.5,0.07238616479504853,0.045
210000,2645.1,0.05,-47.5,0.09197516718730331,0.06
220000,2787.3,0.05,-47.5,0.10995784515962005,0.055
230000,2929.3,0.05,-47.5,0.09065439643263817,0.045
240000,3071.3,0.05,-47.5,0.07765737932166085,0.055
250000,3209.7,0.05,-47.5,0.0759250034827739,0.08
260000,3348.8,0.05,-47.5,0.09841012484682723,0.08
270000,3490.4,0.05,-47.5,0.0875557567961514,0.07
280000,3630.6,0.05,-47.5,0.09094551737569273,0.075
290000,3770.9,0.05,-47.5,0.08158643483668565,0.06
300000,3911.9,0.05,-47.5,0.08202988070063293,0.06
310000,4054.1,0.05,-47.5,0.07787316454816609,0.1
320000,4195.4,0.05,-47.5,0.10337358784200623,0.055
330000,4336.6,0.05,-47.5,0.08687915313960984,0.085
340000,4479.1,0.05,-47.5,0.0981395138005726,0.065
350000,4624.1,0.05,-47.5,0.0931902679421939,0.065
360000,4764.8,0.05,-47.5,0.08264752141069621,0.055
370000,4905.7,0.05,-47.5,0.08133490736559033,0.09
380000,5046.7,0.05,-47.5,0.08023141467683018,0.06
390000,5188.4,0.05,-47.5,0.07889696227014065,0.075
400000,5330.3,0.05,-47.5,0.07864839714234695,0.075
410000,5472.2,0.05,-47.5,0.0767270038727671,0.045
420000,5613.7,0.05,-47.5,0.07640579596376046,0.055
430000,5755.8,0.05,-47.5,0.08947803448271006,0.06
440000,5898.4,0.05,-47.5,0.08126961052846164,0.04
450000,6040.3,0.05,-47.5,0.08404419536367058,0.05
460000,6182.3,0.05,-47.5,0.07859032790651545,0.035
470000,6324.5,0.05,-47.5,0.07965447744950652,0.04
480000,6466.9,0.05,-47.5,0.08315056486912072,0.065
490000,6609.3,0.05,-47.5,0.07592208169037476,0.055
500000,6752.1,0.05,-47.5,0.07587092684628442,0.06
510000,6894.8,0.05,-47.5,0.07834174057450145,0.09
520000,7042.3,0.05,-47.5,0.07642448412543162,0.055
530000,7186.9,0.05,-47.5,0.07986326551716774,0.045
540000,7335.6,0.05,-47.5,0.0808381070163101,0.075
550000,7479.2,0.05,-47.5,0.07607532663028688,0.05
560000,7623.6,0.05,-47.5,0.07442884785793721,0.08
570000,7766.7,0.05,-47.5,0.0846244649444241,0.07
580000,7910.4,0.05,-47.5,0.07443134216638282,0.045
590000,8053.8,0.05,-47.5,0.0788129872589372,0.045
600000,8198.0,0.05,-47.5,0.08207156151235104,0.055
610000,8341.4,0.05,-47.5,0.07907329347915948,0.045
620000,8484.5,0.05,-47.5,0.08024816439850256,0.075
630000,8627.9,0.05,-47.5,0.08013782368954271,0.07
640000,8771.9,0.05,-47.5,0.07806755930734799,0.06
650000,8915.5,0.05,-47.5,0.0792087973486632,0.07
660000,9059.7,0.05,-47.5,0.0778610117662698,0.05
670000,9203.7,0.05,-47.5,0.07774829626614228,0.05
680000,9347.4,0.05,-47.5,0.07953587082242593,0.06
690000,9491.6,0.05,-47.5,0.07759804593371228,0.055
700000,9635.5,0.05,-47.5,0.07413369599292055,0.075
710000,9781.6,0.05,-47.5,0.0761756793698296,0.025
720000,9925.5,0.05,-47.5,0.07619719354119152,0.05
730000,10068.7,0.05,-47.5,0.07552551657902076,0.05
740000,10212.5,0.05,-47.5,0.07580691188732162,0.055
750000,10356.6,0.05,-47.5,0.07469311239081435,0.04
760000,10500.6,0.05,-47.5,0.07654749251566827,0.06
770000,10646.4,0.05,-47.5,0.07955583668472245,0.05
780000,10795.0,0.05,-47.5,0.07630530438963323,0.065
790000,10939.2,0.05,-47.5,0.07753886692840606,0.07
800000,11085.5,0.05,-47.5,0.07820156725002453,0.05
810000,11233.8,0.05,-47.5,0.08183492822879926,0.025
820000,11379.2,0.05,-47.5,0.07966583917317913,0.075
830000,11522.9,0.05,-47.5,0.14693786856671795,0.06
840000,11667.3,0.05,-47.5,0.08459626211617143,0.035
850000,11811.9,0.05,-47.5,0.0749961675612256,0.06
860000,11956.4,0.05,-47.5,0.07925123208942823,0.03
870000,12101.1,0.05,-47.5,0.08076567131709307,0.065
880000,12245.2,0.05,-47.5,0.08083444145191461,0.055
890000,12391.3,0.05,-47.5,0.08316852811444551,0.055
900000,12535.7,0.05,-47.5,0.0839501384514384,0.04
910000,12680.6,0.05,-47.5,0.0921595624406822,0.05
920000,12828.0,0.05,-47.5,0.08021727224192582,0.05
930000,12972.6,0.05,-47.5,0.07789420390762389,0.035
940000,13118.0,0.05,-47.5,0.0767762813824229,0.08
950000,13263.0,0.05,-47.5,0.08158665565112606,0.085
960000,13407.7,0.05,-47.5,0.08032817698894068,0.065
970000,13553.1,0.05,-47.5,0.07770188108854927,0.055
980000,13697.9,0.05,-47.5,0.07667094065253623,0.05
